striker,bowling_team,runs_scored,balls_faced,dismissals,strike_rate,average
KC Sangakkara,Australia,1593,2036,37,78.24165029469549,43.054054054054056
KC Sangakkara,Bangladesh,1047,1163,21,90.02579535683577,49.857142857142854
KC Sangakkara,Bermuda,76,86,1,88.37209302325581,76.0
KC Sangakkara,Canada,96,93,1,103.2258064516129,96.0
KC Sangakkara,England,1498,1930,26,77.61658031088083,57.61538461538461
KC Sangakkara,India,2243,2789,58,80.42309071351738,38.672413793103445
KC Sangakkara,Ireland,10,11,1,90.9090909090909,10.0
KC Sangakkara,Kenya,135,148,1,91.21621621621621,135.0
KC Sangakkara,New Zealand,1281,1615,29,79.3188854489164,44.172413793103445
KC Sangakkara,Pakistan,1458,1991,37,73.22953289804119,39.4054054054054
KC Sangakkara,Scotland,124,99,1,125.25252525252526,124.0
KC Sangakkara,South Africa,1150,1331,21,86.40120210368144,54.76190476190476
KC Sangakkara,United Arab Emirates,0,6,1,0.0,0.0
KC Sangakkara,West Indies,397,597,12,66.49916247906198,33.083333333333336
KC Sangakkara,Zimbabwe,474,645,8,73.48837209302326,59.25
KD Karthik,Afghanistan,65,95,2,68.42105263157895,32.5
KD Karthik,Australia,37,45,2,82.22222222222221,18.5
KD Karthik,Bangladesh,146,182,4,80.21978021978022,36.5
KD Karthik,England,79,123,7,64.22764227642277,11.285714285714286
KD Karthik,Hong Kong,33,38,1,86.8421052631579,33.0
KD Karthik,New Zealand,167,252,6,66.26984126984127,27.833333333333332
KD Karthik,Pakistan,65,98,1,66.3265306122449,65.0
KD Karthik,Scotland,14,26,1,53.84615384615385,14.0
KD Karthik,South Africa,241,295,10,81.69491525423729,24.1
KD Karthik,Sri Lanka,408,589,16,69.26994906621393,25.5
KD Karthik,West Indies,292,416,7,70.1923076923077,41.714285714285715
KD Karthik,Zimbabwe,142,211,4,67.29857819905213,35.5
KD Mills,Australia,151,168,7,89.88095238095238,21.571428571428573
KD Mills,Bangladesh,116,136,3,85.29411764705883,38.666666666666664
KD Mills,England,125,123,5,101.62601626016261,25.0
KD Mills,India,200,170,10,117.64705882352942,20.0
KD Mills,Pakistan,36,50,3,72.0,12.0
KD Mills,South Africa,109,149,8,73.15436241610739,13.625
KD Mills,Sri Lanka,85,108,3,78.70370370370371,28.333333333333332
KD Mills,West Indies,41,69,6,59.42028985507246,6.833333333333333
KD Mills,Zimbabwe,8,15,1,53.333333333333336,8.0
KD Shah,India,17,16,1,106.25,17.0
KD Shah,Pakistan,26,52,1,50.0,26.0
KD Shah,Papua New Guinea,35,86,4,40.69767441860465,8.75
KD Shah,United Arab Emirates,34,38,0,89.47368421052632,
KDK Vithanage,Bangladesh,29,46,2,63.04347826086957,14.5
KDK Vithanage,Ireland,5,5,1,100.0,5.0
KDK Vithanage,Pakistan,41,41,2,100.0,20.5
KED Carroll,India,7,15,1,46.666666666666664,7.0
KED Carroll,South Africa,21,25,1,84.0,21.0
KED Carroll,Sri Lanka,0,2,1,0.0,0.0
KH Butt,India,4,16,1,25.0,4.0
KH Butt,Pakistan,4,13,1,30.76923076923077,4.0
KH Pandya,England,95,77,1,123.37662337662339,95.0
KH Pandya,Sri Lanka,35,54,1,64.81481481481481,35.0
KH Prajapati,Ireland,72,76,1,94.73684210526315,72.0
KH Prajapati,Namibia,129,174,4,74.13793103448276,32.25
KH Prajapati,Nepal,27,46,3,58.69565217391305,9.0
KH Prajapati,Netherlands,25,32,1,78.125,25.0
KH Prajapati,Papua New Guinea,60,59,4,101.69491525423729,15.0
KH Prajapati,Scotland,106,171,4,61.98830409356725,26.5
KH Prajapati,Sri Lanka,1,9,1,11.11111111111111,1.0
KH Prajapati,United Arab Emirates,212,300,8,70.66666666666667,26.5
KH Prajapati,United States of America,131,154,2,85.06493506493507,65.5
KH Prajapati,West Indies,31,48,1,64.58333333333334,31.0
KH Prajapati,Zimbabwe,103,100,1,103.0,103.0
KHRK Fernando,Bangladesh,3,15,1,20.0,3.0
KIC Asalanka,Afghanistan,226,247,3,91.49797570850203,75.33333333333333
KIC Asalanka,Australia,187,221,5,84.61538461538461,37.4
KIC Asalanka,Bangladesh,72,118,1,61.016949152542374,72.0
KIC Asalanka,England,3,18,2,16.666666666666664,1.5
KIC Asalanka,India,188,257,8,73.15175097276264,23.5
KIC Asalanka,Ireland,38,32,1,118.75,38.0
KIC Asalanka,Netherlands,38,46,2,82.6086956521739,19.0
KIC Asalanka,New Zealand,18,36,2,50.0,9.0
KIC Asalanka,Pakistan,49,47,0,104.25531914893618,
KIC Asalanka,Scotland,63,66,1,95.45454545454545,63.0
KIC Asalanka,South Africa,196,206,4,95.14563106796116,49.0
KIC Asalanka,United Arab Emirates,48,23,0,208.69565217391303,
KIC Asalanka,Zimbabwe,146,146,3,100.0,48.666666666666664
KJ Abbott,Australia,1,5,2,20.0,0.5
KJ Abbott,Bangladesh,10,21,2,47.61904761904761,5.0
KJ Abbott,England,10,18,0,55.55555555555556,
KJ Abbott,New Zealand,3,9,0,33.33333333333333,
KJ Abbott,Pakistan,17,24,2,70.83333333333334,8.5
KJ Abbott,West Indies,6,13,1,46.15384615384615,6.0
KJ Abbott,Zimbabwe,29,39,2,74.35897435897436,14.5
KJ Coetzer,Afghanistan,188,256,7,73.4375,26.857142857142858
KJ Coetzer,Australia,0,11,1,0.0,0.0
KJ Coetzer,Bangladesh,156,136,1,114.70588235294117,156.0
KJ Coetzer,Canada,8,4,1,200.0,8.0
KJ Coetzer,England,79,98,2,80.61224489795919,39.5
KJ Coetzer,Hong Kong,169,167,3,101.19760479041918,56.333333333333336
KJ Coetzer,Ireland,92,135,3,68.14814814814815,30.666666666666668
KJ Coetzer,Namibia,103,131,4,78.62595419847328,25.75
KJ Coetzer,Nepal,91,118,4,77.11864406779661,22.75
KJ Coetzer,Netherlands,115,159,2,72.32704402515722,57.5
KJ Coetzer,New Zealand,23,38,2,60.526315789473685,11.5
KJ Coetzer,Oman,144,197,6,73.09644670050761,24.0
KJ Coetzer,Pakistan,32,61,1,52.459016393442624,32.0
KJ Coetzer,Papua New Guinea,349,494,6,70.64777327935222,58.166666666666664
KJ Coetzer,Sri Lanka,34,46,2,73.91304347826086,17.0
KJ Coetzer,United Arab Emirates,574,637,10,90.10989010989012,57.4
KJ Coetzer,United States of America,100,184,6,54.347826086956516,16.666666666666668
KJ Coetzer,West Indies,2,8,1,25.0,2.0
KJ Coetzer,Zimbabwe,209,202,3,103.46534653465346,69.66666666666667
KJ Harding,Bangladesh,1,1,0,100.0,
KJ O'Brien,Afghanistan,454,564,18,80.49645390070921,25.22222222222222
KJ O'Brien,Australia,44,86,3,51.162790697674424,14.666666666666666
KJ O'Brien,Bangladesh,112,135,5,82.96296296296296,22.4
KJ O'Brien,Canada,124,125,3,99.2,41.333333333333336
KJ O'Brien,England,285,271,12,105.1660516605166,23.75
KJ O'Brien,India,13,26,3,50.0,4.333333333333333
KJ O'Brien,Kenya,58,95,2,61.05263157894737,29.0
KJ O'Brien,Netherlands,47,35,2,134.28571428571428,23.5
KJ O'Brien,New Zealand,50,48,1,104.16666666666667,50.0
KJ O'Brien,Pakistan,150,175,3,85.71428571428571,50.0
KJ O'Brien,Papua New Guinea,12,12,1,100.0,12.0
KJ O'Brien,Scotland,290,267,6,108.61423220973782,48.333333333333336
KJ O'Brien,South Africa,114,136,4,83.82352941176471,28.5
KJ O'Brien,Sri Lanka,14,15,3,93.33333333333333,4.666666666666667
KJ O'Brien,United Arab Emirates,227,164,6,138.41463414634146,37.833333333333336
KJ O'Brien,West Indies,294,330,10,89.0909090909091,29.4
KJ O'Brien,Zimbabwe,156,231,9,67.53246753246754,17.333333333333332
KJJ van Noortwijk,England,0,2,1,0.0,0.0
KJJ van Noortwijk,Namibia,134,134,0,100.0,
KJJ van Noortwijk,Pakistan,7,7,1,100.0,7.0
KK Ahmed,Afghanistan,1,1,0,100.0,
KK Ahmed,New Zealand,5,6,1,83.33333333333334,5.0
KK Ahmed,West Indies,3,11,1,27.27272727272727,3.0
KK Nair,Zimbabwe,46,89,2,51.68539325842697,23.0
KL Rahul,Afghanistan,90,119,2,75.63025210084034,45.0
KL Rahul,Australia,502,531,9,94.53860640301318,55.77777777777778
KL Rahul,Bangladesh,191,243,5,78.60082304526749,38.2
KL Rahul,England,210,245,7,85.71428571428571,30.0
KL Rahul,New Zealand,205,195,3,105.12820512820514,68.33333333333333
KL Rahul,Pakistan,168,188,1,89.36170212765957,168.0
KL Rahul,South Africa,102,150,4,68.0,25.5
KL Rahul,Sri Lanka,288,343,7,83.96501457725948,41.142857142857146
KL Rahul,West Indies,282,328,5,85.97560975609755,56.4
KL Rahul,Zimbabwe,227,294,3,77.21088435374149,75.66666666666667
KL Tucker,Canada,0,4,1,0.0,0.0
KM Dabengwa,Bangladesh,173,319,6,54.2319749216301,28.833333333333332
KM Dabengwa,Ireland,1,2,1,50.0,1.0
KM Dabengwa,Kenya,17,51,1,33.33333333333333,17.0
KM Dabengwa,Pakistan,61,54,3,112.96296296296295,20.333333333333332
KM Dabengwa,South Africa,35,36,2,97.22222222222221,17.5
KM Dabengwa,Sri Lanka,39,94,1,41.48936170212766,39.0
KM Dabengwa,West Indies,38,75,5,50.66666666666667,7.6
KM Jadhav,Afghanistan,71,98,1,72.44897959183673,71.0
KM Jadhav,Australia,371,436,8,85.09174311926606,46.375
KM Jadhav,Bangladesh,23,27,0,85.18518518518519,
KM Jadhav,England,244,178,3,137.07865168539325,81.33333333333333
KM Jadhav,Hong Kong,28,28,0,100.0,
KM Jadhav,New Zealand,212,232,7,91.37931034482759,30.285714285714285
KM Jadhav,Pakistan,18,23,1,78.26086956521739,18.0
KM Jadhav,South Africa,1,4,1,25.0,1.0
KM Jadhav,Sri Lanka,109,118,4,92.37288135593221,27.25
KM Jadhav,West Indies,186,146,5,127.3972602739726,37.2
KM Jadhav,Zimbabwe,126,115,2,109.56521739130434,63.0
KM Jarvis,Afghanistan,20,17,2,117.64705882352942,10.0
KM Jarvis,Bangladesh,53,93,5,56.98924731182796,10.6
KM Jarvis,Hong Kong,0,2,1,0.0,0.0
KM Jarvis,India,14,16,1,87.5,14.0
KM Jarvis,Ireland,33,46,4,71.73913043478261,8.25
KM Jarvis,Netherlands,32,30,0,106.66666666666667,
KM Jarvis,New Zealand,2,5,1,40.0,2.0
KM Jarvis,Pakistan,6,12,1,50.0,6.0
KM Jarvis,South Africa,30,59,4,50.847457627118644,7.5
KM Jarvis,Sri Lanka,5,9,1,55.55555555555556,5.0
KM Jarvis,United Arab Emirates,11,9,0,122.22222222222223,
KM Jarvis,West Indies,9,39,3,23.076923076923077,3.0
KMA Paul,Afghanistan,16,20,1,80.0,16.0
KMA Paul,Bangladesh,101,119,5,84.87394957983193,20.2
KMA Paul,India,70,86,4,81.3953488372093,17.5
KMA Paul,Nepal,1,2,1,50.0,1.0
KMA Paul,Netherlands,46,25,0,184.0,
KMA Paul,Pakistan,21,12,1,175.0,21.0
KMA Paul,Scotland,5,11,1,45.45454545454545,5.0
KMA Paul,Sri Lanka,53,45,1,117.77777777777779,53.0
KMA Paul,United Arab Emirates,2,4,0,50.0,
KMA Paul,United States of America,4,6,1,66.66666666666666,4.0
KMA Paul,Zimbabwe,1,6,1,16.666666666666664,1.0
KMC Bandara,England,1,3,0,33.33333333333333,
KMDN Kulasekara,Australia,235,264,16,89.01515151515152,14.6875
KMDN Kulasekara,Bangladesh,40,50,6,80.0,6.666666666666667
KMDN Kulasekara,Canada,7,3,0,233.33333333333334,
KMDN Kulasekara,England,107,127,8,84.25196850393701,13.375
KMDN Kulasekara,India,305,401,14,76.05985037406484,21.785714285714285
KMDN Kulasekara,Ireland,42,37,0,113.51351351351352,
KMDN Kulasekara,New Zealand,224,263,11,85.17110266159695,20.363636363636363
KMDN Kulasekara,Pakistan,167,289,12,57.785467128027676,13.916666666666666
KMDN Kulasekara,Scotland,18,18,0,100.0,
KMDN Kulasekara,South Africa,102,117,11,87.17948717948718,9.272727272727273
KMDN Kulasekara,United Arab Emirates,37,51,1,72.54901960784314,37.0
KMDN Kulasekara,West Indies,33,30,3,110.00000000000001,11.0
KMDN Kulasekara,Zimbabwe,6,10,2,60.0,3.0
KNA Bandara,Bangladesh,18,55,2,32.72727272727273,9.0
KNA Bandara,West Indies,123,162,3,75.92592592592592,41.0
KO Meth,Bangladesh,3,7,2,42.857142857142854,1.5
KO Meth,New Zealand,30,45,3,66.66666666666666,10.0
KO Meth,West Indies,16,41,1,39.02439024390244,16.0
KO Otieno,Australia,1,12,1,8.333333333333332,1.0
KO Otieno,Bangladesh,6,32,4,18.75,1.5
KO Otieno,Canada,4,18,1,22.22222222222222,4.0
KO Otieno,India,94,195,3,48.205128205128204,31.333333333333332
KO Otieno,Pakistan,42,103,3,40.77669902912621,14.0
KO Otieno,Scotland,2,27,1,7.4074074074074066,2.0
KO Otieno,South Africa,1,8,0,12.5,
KO Otieno,Sri Lanka,62,99,2,62.62626262626263,31.0
KO Otieno,Zimbabwe,38,101,4,37.62376237623762,9.5
KOA Powell,Afghanistan,14,26,2,53.84615384615385,7.0
KOA Powell,Australia,172,233,8,73.8197424892704,21.5
KOA Powell,Bangladesh,123,184,6,66.84782608695652,20.5
KOA Powell,England,38,59,6,64.40677966101694,6.333333333333333
KOA Powell,India,250,295,9,84.7457627118644,27.77777777777778
KOA Powell,Ireland,57,83,1,68.67469879518072,57.0
KOA Powell,New Zealand,78,53,3,147.16981132075472,26.0
KOA Powell,Pakistan,95,143,3,66.43356643356644,31.666666666666668
KOA Powell,Zimbabwe,121,141,2,85.81560283687944,60.5
KOK Williams,India,3,7,1,42.857142857142854,3.0
KOK Williams,New Zealand,16,20,0,80.0,
KP Meiyappan,Ireland,14,28,2,50.0,7.0
KP Meiyappan,Namibia,31,65,3,47.69230769230769,10.333333333333334
KP Meiyappan,Nepal,17,51,1,33.33333333333333,17.0
KP Meiyappan,Oman,7,20,2,35.0,3.5
KP Meiyappan,Papua New Guinea,53,98,4,54.08163265306123,13.25
KP Meiyappan,Scotland,23,28,0,82.14285714285714,
KP Meiyappan,Sri Lanka,0,2,1,0.0,0.0
KP Meiyappan,United States of America,7,17,2,41.17647058823529,3.5
KP Meiyappan,West Indies,11,33,2,33.33333333333333,5.5
KP Pietersen,Australia,653,798,22,81.8295739348371,29.681818181818183
KP Pietersen,Bangladesh,74,121,5,61.15702479338842,14.8
KP Pietersen,Canada,5,4,1,125.0,5.0
KP Pietersen,India,1061,1261,25,84.13957176843775,42.44
KP Pietersen,Ireland,107,101,2,105.94059405940595,53.5
KP Pietersen,Kenya,56,72,0,77.77777777777779,
KP Pietersen,Netherlands,39,63,1,61.904761904761905,39.0
KP Pietersen,New Zealand,358,492,10,72.76422764227642,35.8
KP Pietersen,Pakistan,451,525,8,85.90476190476191,56.375
KP Pietersen,South Africa,646,651,11,99.23195084485407,58.72727272727273
KP Pietersen,Sri Lanka,336,433,12,77.59815242494227,28.0
KP Pietersen,West Indies,312,342,9,91.22807017543859,34.666666666666664
KP Pietersen,Zimbabwe,104,127,1,81.88976377952756,104.0
KR Mayers,Bangladesh,78,154,4,50.649350649350644,19.5
KR Mayers,India,156,142,6,109.85915492957747,26.0
KR Mayers,Nepal,1,4,1,25.0,1.0
KR Mayers,Netherlands,142,140,2,101.42857142857142,71.0
KR Mayers,New Zealand,111,131,3,84.7328244274809,37.0
KR Mayers,Pakistan,41,45,3,91.11111111111111,13.666666666666666
KR Mayers,Scotland,5,9,1,55.55555555555556,5.0
KR Mayers,South Africa,50,50,2,100.0,25.0
KR Mayers,Sri Lanka,18,36,1,50.0,18.0
KR Mayers,United States of America,2,15,1,13.333333333333334,2.0
KR Mayers,Zimbabwe,56,76,1,73.68421052631578,56.0
KR Sen,Bangladesh,2,4,0,50.0,
KS Airee,Oman,9,6,0,150.0,
KS Airee,Papua New Guinea,18,15,0,120.0,
KS Airee,United Arab Emirates,0,3,1,0.0,0.0
KS Lokuarachchi,Australia,18,19,1,94.73684210526315,18.0
KS Lokuarachchi,Bangladesh,69,57,1,121.05263157894737,69.0
KS Lokuarachchi,England,9,13,2,69.23076923076923,4.5
KS Lokuarachchi,Kenya,8,15,1,53.333333333333336,8.0
KS Lokuarachchi,New Zealand,8,25,1,32.0,8.0
KS Lokuarachchi,Pakistan,20,39,2,51.28205128205128,10.0
KS Lokuarachchi,South Africa,4,6,1,66.66666666666666,4.0
KS Lokuarachchi,Zimbabwe,28,43,1,65.11627906976744,28.0
KS Williamson,Afghanistan,112,147,1,76.19047619047619,112.0
KS Williamson,Australia,565,770,14,73.37662337662337,40.357142857142854
KS Williamson,Bangladesh,422,588,8,71.7687074829932,52.75
KS Williamson,Canada,34,27,0,125.92592592592592,
KS Williamson,England,983,1154,17,85.18197573656846,57.8235294117647
KS Williamson,India,1078,1449,25,74.39613526570048,43.12
KS Williamson,Pakistan,1103,1340,20,82.3134328358209,55.15
KS Williamson,Scotland,38,49,1,77.55102040816327,38.0
KS Williamson,South Africa,670,852,13,78.63849765258216,51.53846153846154
KS Williamson,Sri Lanka,685,802,18,85.41147132169577,38.05555555555556
KS Williamson,West Indies,487,619,12,78.67528271405493,40.583333333333336
KS Williamson,Zimbabwe,378,406,6,93.10344827586206,63.0
KT Sandher,New Zealand,2,6,1,33.33333333333333,2.0
KTGD Prasad,Australia,46,32,0,143.75,
KTGD Prasad,England,33,21,1,157.14285714285714,33.0
KTGD Prasad,India,30,34,1,88.23529411764706,30.0
KTGD Prasad,New Zealand,2,13,1,15.384615384615385,2.0
KTGD Prasad,Pakistan,9,17,2,52.94117647058824,4.5
KU Carty,Bangladesh,33,66,1,50.0,33.0
KU Carty,India,59,95,2,62.10526315789474,29.5
KU Carty,Netherlands,43,68,0,63.23529411764706,
KU Carty,New Zealand,31,59,2,52.54237288135594,15.5
KU Carty,Oman,29,51,1,56.86274509803921,29.0
KU Carty,Pakistan,33,45,1,73.33333333333333,33.0
KU Carty,Sri Lanka,87,98,1,88.77551020408163,87.0
KU Carty,United Arab Emirates,59,90,2,65.55555555555556,29.5
KV Morea,Jersey,7,4,0,175.0,
KV Morea,Namibia,15,46,1,32.608695652173914,15.0
KV Morea,Nepal,19,28,2,67.85714285714286,9.5
KV Morea,Oman,10,19,0,52.63157894736842,
KV Morea,United Arab Emirates,6,13,2,46.15384615384615,3.0
KV Morea,United States of America,15,9,1,166.66666666666669,15.0
KW Richardson,England,15,29,2,51.724137931034484,7.5
KW Richardson,India,24,18,1,133.33333333333331,24.0
KW Richardson,New Zealand,19,13,1,146.15384615384613,19.0
KW Richardson,Pakistan,17,8,0,212.5,
KW Richardson,South Africa,0,1,0,0.0,
KW Richardson,Sri Lanka,0,1,1,0.0,0.0
KY Ottley,Bangladesh,25,53,2,47.16981132075472,12.5
Kabir Ali,India,2,11,2,18.181818181818183,1.0
Kabir Ali,South Africa,52,46,1,113.04347826086956,52.0
Kabir Ali,Sri Lanka,0,1,1,0.0,0.0
Kaleem Sana,Namibia,7,24,0,29.166666666666668,
Kaleem Sana,Papua New Guinea,11,10,0,110.00000000000001,
Kaleem Sana,United Arab Emirates,0,1,1,0.0,0.0
Kaleem Sana,United States of America,16,20,0,80.0,
Kaleemullah,Namibia,11,18,2,61.111111111111114,5.5
Kaleemullah,Nepal,16,37,3,43.24324324324324,5.333333333333333
Kaleemullah,Papua New Guinea,32,13,1,246.15384615384616,32.0
Kaleemullah,Scotland,23,16,2,143.75,11.5
Kaleemullah,United Arab Emirates,13,13,2,100.0,6.5
Kaleemullah,United States of America,27,20,1,135.0,27.0
Kaleemullah,West Indies,2,4,1,50.0,2.0
Kaleemullah,Zimbabwe,1,2,1,50.0,1.0
Kamran Akmal,Australia,339,442,13,76.69683257918552,26.076923076923077
Kamran Akmal,Bangladesh,194,175,5,110.85714285714286,38.8
Kamran Akmal,Canada,16,42,1,38.095238095238095,16.0
Kamran Akmal,England,340,406,11,83.74384236453201,30.90909090909091
Kamran Akmal,India,391,484,20,80.78512396694215,19.55
Kamran Akmal,Ireland,121,141,3,85.81560283687944,40.333333333333336
Kamran Akmal,Kenya,55,70,1,78.57142857142857,55.0
Kamran Akmal,New Zealand,263,303,10,86.79867986798679,26.3
Kamran Akmal,Scotland,12,20,1,60.0,12.0
Kamran Akmal,South Africa,241,351,15,68.66096866096866,16.066666666666666
Kamran Akmal,Sri Lanka,257,332,10,77.40963855421687,25.7
Kamran Akmal,West Indies,474,544,14,87.13235294117648,33.857142857142854
Kamran Akmal,Zimbabwe,43,64,2,67.1875,21.5
Kamran Hussain,Zimbabwe,28,21,0,133.33333333333331,
Kamran Shazad,South Africa,0,3,1,0.0,0.0
Karan KC,India,2,2,0,100.0,
Karan KC,Ireland,4,3,1,133.33333333333331,4.0
Karan KC,Namibia,39,24,1,162.5,39.0
Karan KC,Netherlands,1,3,1,33.33333333333333,1.0
Karan KC,Oman,68,102,5,66.66666666666666,13.6
Karan KC,Pakistan,7,6,0,116.66666666666667,
Karan KC,Papua New Guinea,79,63,2,125.39682539682539,39.5
Karan KC,Scotland,46,60,1,76.66666666666667,46.0
Karan KC,United Arab Emirates,56,88,8,63.63636363636363,7.0
Karan KC,United States of America,26,40,4,65.0,6.5
Karan KC,West Indies,28,28,1,100.0,28.0
Karan KC,Zimbabwe,2,2,0,100.0,
Karim Janat,Bangladesh,1,1,0,100.0,
Karim Janat,Sri Lanka,22,13,1,169.23076923076923,22.0
Karim Janat,Zimbabwe,9,33,1,27.27272727272727,9.0
Karim Sadiq,Australia,17,18,1,94.44444444444444,17.0
Karim Sadiq,Bangladesh,12,36,1,33.33333333333333,12.0
Karim Sadiq,Ireland,1,11,1,9.090909090909092,1.0
Karim Sadiq,Netherlands,10,18,1,55.55555555555556,10.0
Karim Sadiq,Pakistan,40,48,1,83.33333333333334,40.0
Karim Sadiq,Scotland,134,132,2,101.51515151515152,67.0
Karim Sadiq,Zimbabwe,5,15,1,33.33333333333333,5.0
Kashif Daud,Ireland,20,23,0,86.95652173913044,
Kashif Daud,Namibia,106,105,0,100.95238095238095,
Kashif Daud,Nepal,21,31,2,67.74193548387096,10.5
Kashif Daud,Oman,77,79,2,97.46835443037975,38.5
Kashif Daud,Papua New Guinea,6,8,1,75.0,6.0
Kashif Daud,Scotland,28,41,3,68.29268292682927,9.333333333333334
Kashif Daud,United States of America,24,31,0,77.41935483870968,
Khaled Ahmed,New Zealand,1,2,1,50.0,1.0
Khaled Mahmud,Australia,63,102,2,61.76470588235294,31.5
Khaled Mahmud,England,15,44,4,34.090909090909086,3.75
Khaled Mahmud,India,35,49,2,71.42857142857143,17.5
Khaled Mahmud,Kenya,3,7,1,42.857142857142854,3.0
Khaled Mahmud,New Zealand,26,60,2,43.333333333333336,13.0
Khaled Mahmud,Pakistan,32,29,5,110.34482758620689,6.4
Khaled Mahmud,South Africa,23,36,2,63.888888888888886,11.5
Khaled Mahmud,Sri Lanka,43,73,1,58.9041095890411,43.0
Khaled Mahmud,West Indies,39,65,3,60.0,13.0
Khaled Mahmud,Zimbabwe,4,18,2,22.22222222222222,2.0
Khaled Mashud,Australia,167,291,5,57.388316151202744,33.4
Khaled Mashud,Canada,1,8,1,12.5,1.0
Khaled Mashud,England,76,147,4,51.70068027210885,19.0
Khaled Mashud,India,60,60,1,100.0,60.0
Khaled Mashud,Kenya,27,90,2,30.0,13.5
Khaled Mashud,New Zealand,37,61,1,60.65573770491803,37.0
Khaled Mashud,Pakistan,24,48,3,50.0,8.0
Khaled Mashud,South Africa,29,69,1,42.028985507246375,29.0
Khaled Mashud,Sri Lanka,87,145,4,60.0,21.75
Khaled Mashud,West Indies,61,157,2,38.853503184713375,30.5
Khaled Mashud,Zimbabwe,36,63,3,57.14285714285714,12.0
Khalid Latif,Australia,0,5,1,0.0,0.0
Khalid Latif,New Zealand,128,186,3,68.81720430107528,42.666666666666664
Khalid Latif,Zimbabwe,19,42,1,45.23809523809524,19.0
Khaliq Dad,Scotland,0,1,1,0.0,0.0
Khawar Ali,Namibia,160,225,4,71.11111111111111,40.0
Khawar Ali,Nepal,77,140,4,55.00000000000001,19.25
Khawar Ali,Papua New Guinea,100,208,3,48.07692307692308,33.333333333333336
Khawar Ali,Scotland,125,242,3,51.652892561983464,41.666666666666664
Khawar Ali,United Arab Emirates,103,177,5,58.19209039548022,20.6
Khawar Ali,United States of America,55,88,3,62.5,18.333333333333332
Khurram Chohan,Ireland,6,22,1,27.27272727272727,6.0
Khurram Chohan,Netherlands,14,20,1,70.0,14.0
Khurram Chohan,New Zealand,22,16,1,137.5,22.0
Khurram Chohan,Pakistan,5,23,1,21.73913043478261,5.0
Khurram Chohan,Scotland,18,33,1,54.54545454545454,18.0
Khurram Chohan,Sri Lanka,4,8,1,50.0,4.0
Khurram Chohan,Zimbabwe,8,22,1,36.36363636363637,8.0
Khurram Khan,Afghanistan,213,250,2,85.2,106.5
Khurram Khan,Bangladesh,78,82,1,95.1219512195122,78.0
Khurram Khan,Hong Kong,2,12,1,16.666666666666664,2.0
Khurram Khan,India,14,30,1,46.666666666666664,14.0
Khurram Khan,Ireland,36,54,1,66.66666666666666,36.0
Khurram Khan,Pakistan,43,55,1,78.18181818181819,43.0
Khurram Khan,South Africa,12,17,1,70.58823529411765,12.0
Khurram Khan,Sri Lanka,2,7,1,28.57142857142857,2.0
Khurram Khan,West Indies,5,5,1,100.0,5.0
Khurram Khan,Zimbabwe,45,56,1,80.35714285714286,45.0
Khurram Manzoor,Sri Lanka,87,150,3,57.99999999999999,29.0
Khurram Manzoor,West Indies,69,98,2,70.40816326530613,34.5
Khurram Manzoor,Zimbabwe,50,75,1,66.66666666666666,50.0
Khurram Nawaz,Namibia,17,34,0,50.0,
Khurram Nawaz,Scotland,9,15,1,60.0,9.0
Khushdil Shah,Australia,46,39,1,117.94871794871796,46.0
Khushdil Shah,Netherlands,23,26,1,88.46153846153845,23.0
Khushdil Shah,West Indies,97,99,2,97.97979797979798,48.5
Khushdil Shah,Zimbabwe,34,50,2,68.0,17.0
Krishna Chandran,Afghanistan,32,50,0,64.0,
Krishna Chandran,Hong Kong,6,17,1,35.294117647058826,6.0
Krishna Chandran,India,4,29,1,13.793103448275861,4.0
Krishna Chandran,Ireland,0,4,1,0.0,0.0
Krishna Chandran,Pakistan,0,12,1,0.0,0.0
Krishna Chandran,Scotland,15,27,1,55.55555555555556,15.0
Krishna Chandran,West Indies,0,7,1,0.0,0.0
Krishna Chandran,Zimbabwe,34,67,1,50.74626865671642,34.0
Kuldeep Yadav,Afghanistan,10,12,1,83.33333333333334,10.0
Kuldeep Yadav,Australia,52,90,7,57.77777777777777,7.428571428571429
Kuldeep Yadav,Bangladesh,8,8,0,100.0,
Kuldeep Yadav,England,8,26,0,30.76923076923077,
Kuldeep Yadav,New Zealand,23,43,2,53.48837209302325,11.5
Kuldeep Yadav,Pakistan,4,15,1,26.666666666666668,4.0
Kuldeep Yadav,South Africa,2,5,1,40.0,2.0
Kuldeep Yadav,Sri Lanka,29,37,2,78.37837837837837,14.5
Kuldeep Yadav,West Indies,30,64,1,46.875,30.0
Kuldeep Yadav,Zimbabwe,2,2,0,100.0,
Kushal Malla,India,2,5,1,40.0,2.0
Kushal Malla,Ireland,44,40,1,110.00000000000001,44.0
Kushal Malla,Namibia,68,64,2,106.25,34.0
Kushal Malla,Netherlands,12,19,1,63.1578947368421,12.0
Kushal Malla,Oman,140,104,3,134.6153846153846,46.666666666666664
Kushal Malla,Pakistan,6,4,1,150.0,6.0
Kushal Malla,Papua New Guinea,39,56,4,69.64285714285714,9.75
Kushal Malla,Scotland,98,99,2,98.98989898989899,49.0
Kushal Malla,United Arab Emirates,106,108,4,98.14814814814815,26.5
Kushal Malla,United States of America,64,76,4,84.21052631578947,16.0
Kushal Malla,West Indies,2,6,1,33.33333333333333,2.0
