striker,bowling_team,runs_scored,balls_faced,dismissals,strike_rate,average
Kushal Malla,Zimbabwe,41,44,1,93.18181818181817,41.0
L Balaji,Australia,15,44,3,34.090909090909086,5.0
L Balaji,England,18,33,2,54.54545454545454,9.0
L Balaji,Pakistan,64,45,2,142.22222222222223,32.0
L Balaji,Sri Lanka,7,10,1,70.0,7.0
L Gregory,Pakistan,117,116,2,100.86206896551724,58.5
L Klusener,New Zealand,36,26,0,138.46153846153845,
L Klusener,Sri Lanka,17,33,2,51.515151515151516,8.5
L Klusener,West Indies,110,97,1,113.4020618556701,110.0
L Louwrens,Nepal,80,129,5,62.01550387596899,16.0
L Louwrens,Oman,14,19,1,73.68421052631578,14.0
L Louwrens,Papua New Guinea,100,128,3,78.125,33.333333333333336
L Louwrens,Scotland,141,232,5,60.775862068965516,28.2
L Louwrens,United Arab Emirates,55,89,2,61.79775280898876,27.5
L Louwrens,United States of America,112,216,4,51.85185185185185,28.0
L Ngidi,Australia,19,33,1,57.57575757575758,19.0
L Ngidi,Bangladesh,15,25,1,60.0,15.0
L Ngidi,England,11,15,1,73.33333333333333,11.0
L Ngidi,India,10,15,1,66.66666666666666,10.0
L Ngidi,Netherlands,1,2,0,50.0,
L Ngidi,Pakistan,1,6,1,16.666666666666664,1.0
L Ngidi,Sri Lanka,7,12,1,58.333333333333336,7.0
L Ngidi,West Indies,12,23,0,52.17391304347826,
L Ngidi,Zimbabwe,4,14,0,28.57142857142857,
L Ronchi,Australia,125,126,7,99.20634920634922,17.857142857142858
L Ronchi,Bangladesh,107,114,6,93.85964912280701,17.833333333333332
L Ronchi,England,82,86,10,95.34883720930233,8.2
L Ronchi,India,104,71,5,146.47887323943664,20.8
L Ronchi,Ireland,72,57,2,126.3157894736842,36.0
L Ronchi,Pakistan,141,146,7,96.57534246575342,20.142857142857142
L Ronchi,Scotland,12,10,1,120.0,12.0
L Ronchi,South Africa,197,202,6,97.52475247524752,32.833333333333336
L Ronchi,Sri Lanka,431,325,8,132.6153846153846,53.875
L Ronchi,West Indies,119,89,6,133.7078651685393,19.833333333333332
L Ronchi,Zimbabwe,7,15,1,46.666666666666664,7.0
L Siaka,Hong Kong,71,70,4,101.42857142857142,17.75
L Siaka,Ireland,2,15,1,13.333333333333334,2.0
L Siaka,Namibia,71,128,4,55.46875,17.75
L Siaka,Nepal,169,214,5,78.97196261682244,33.8
L Siaka,Oman,129,194,6,66.49484536082474,21.5
L Siaka,Scotland,86,110,6,78.18181818181819,14.333333333333334
L Siaka,United Arab Emirates,61,83,5,73.49397590361446,12.2
L Siaka,United States of America,160,198,8,80.8080808080808,20.0
L Siaka,West Indies,0,1,1,0.0,0.0
L Sipamla,England,10,15,0,66.66666666666666,
L Sipamla,Pakistan,4,5,0,80.0,
L Sreekumar,Hong Kong,13,18,1,72.22222222222221,13.0
L Sreekumar,Scotland,44,51,2,86.27450980392157,22.0
L Tucker,Afghanistan,122,154,3,79.22077922077922,40.666666666666664
L Tucker,Bangladesh,102,111,4,91.8918918918919,25.5
L Tucker,England,39,56,4,69.64285714285714,9.75
L Tucker,Nepal,24,23,1,104.34782608695652,24.0
L Tucker,Netherlands,14,38,2,36.84210526315789,7.0
L Tucker,New Zealand,59,79,3,74.68354430379746,19.666666666666668
L Tucker,Oman,26,18,1,144.44444444444443,26.0
L Tucker,Scotland,6,14,1,42.857142857142854,6.0
L Tucker,South Africa,1,8,1,12.5,1.0
L Tucker,Sri Lanka,0,5,1,0.0,0.0
L Tucker,United Arab Emirates,65,105,2,61.904761904761905,32.5
L Tucker,United States of America,25,19,1,131.57894736842107,25.0
L Tucker,West Indies,57,113,5,50.442477876106196,11.4
L Tucker,Zimbabwe,156,167,5,93.41317365269461,31.2
L Vincent,Australia,284,411,11,69.09975669099757,25.818181818181817
L Vincent,Canada,101,124,1,81.45161290322581,101.0
L Vincent,England,107,163,3,65.6441717791411,35.666666666666664
L Vincent,India,110,150,4,73.33333333333333,27.5
L Vincent,Kenya,0,4,1,0.0,0.0
L Vincent,Pakistan,41,114,1,35.96491228070175,41.0
L Vincent,South Africa,209,281,7,74.37722419928826,29.857142857142858
L Vincent,Sri Lanka,95,171,5,55.55555555555556,19.0
L Vincent,West Indies,142,172,5,82.55813953488372,28.4
L Vincent,Zimbabwe,0,3,1,0.0,0.0
L Wood,Australia,10,10,1,100.0,10.0
LA Dawson,Australia,49,59,3,83.05084745762711,16.333333333333332
LA Dawson,Pakistan,10,13,1,76.92307692307693,10.0
LA Dawson,Sri Lanka,4,4,1,100.0,4.0
LC Romero,Australia,1,5,1,20.0,1.0
LC Romero,New Zealand,0,2,1,0.0,0.0
LD Chandimal,Afghanistan,73,86,3,84.88372093023256,24.333333333333332
LD Chandimal,Australia,655,836,19,78.34928229665071,34.473684210526315
LD Chandimal,Bangladesh,266,374,9,71.12299465240642,29.555555555555557
LD Chandimal,England,702,848,18,82.78301886792453,39.0
LD Chandimal,India,445,626,14,71.08626198083067,31.785714285714285
LD Chandimal,Ireland,42,67,2,62.68656716417911,21.0
LD Chandimal,New Zealand,185,313,13,59.105431309904155,14.23076923076923
LD Chandimal,Pakistan,637,905,24,70.38674033149171,26.541666666666668
LD Chandimal,South Africa,367,570,14,64.3859649122807,26.214285714285715
LD Chandimal,West Indies,160,253,7,63.24110671936759,22.857142857142858
LD Chandimal,Zimbabwe,198,280,5,70.71428571428572,39.6
LD Madushanka,South Africa,13,25,3,52.0,4.333333333333333
LD Madushanka,Zimbabwe,1,1,0,100.0,
LE Bosman,Asia XI,2,12,1,16.666666666666664,2.0
LE Bosman,India,125,121,5,103.30578512396693,25.0
LE Bosman,Pakistan,4,3,1,133.33333333333331,4.0
LE Bosman,West Indies,39,62,1,62.903225806451616,39.0
LE Bosman,Zimbabwe,131,120,4,109.16666666666666,32.75
LE Plunkett,Australia,84,96,6,87.5,14.0
LE Plunkett,Bangladesh,27,9,0,300.0,
LE Plunkett,India,80,103,8,77.66990291262135,10.0
LE Plunkett,Ireland,3,5,0,60.0,
LE Plunkett,New Zealand,166,135,3,122.96296296296296,55.333333333333336
LE Plunkett,Pakistan,40,44,3,90.9090909090909,13.333333333333334
LE Plunkett,South Africa,9,6,0,150.0,
LE Plunkett,Sri Lanka,97,71,4,136.61971830985914,24.25
LE Plunkett,West Indies,30,34,5,88.23529411764706,6.0
LH Ferguson,Australia,17,52,5,32.69230769230769,3.4
LH Ferguson,Bangladesh,21,26,2,80.76923076923077,10.5
LH Ferguson,England,24,58,1,41.37931034482759,24.0
LH Ferguson,India,30,53,5,56.60377358490566,6.0
LH Ferguson,Ireland,8,14,1,57.14285714285714,8.0
LH Ferguson,Pakistan,11,19,0,57.89473684210527,
LH Ferguson,South Africa,4,13,1,30.76923076923077,4.0
LH Ferguson,West Indies,0,2,0,0.0,
LHD Dilhara,India,40,48,3,83.33333333333334,13.333333333333334
LHD Dilhara,West Indies,9,12,1,75.0,9.0
LJ Burger,Australia,1,11,1,9.090909090909092,1.0
LJ Burger,England,5,28,1,17.857142857142858,5.0
LJ Burger,India,0,12,1,0.0,0.0
LJ Burger,Netherlands,1,3,1,33.33333333333333,1.0
LJ Burger,Pakistan,0,1,1,0.0,0.0
LJ Burger,Zimbabwe,4,10,0,40.0,
LJ Hamilton,Australia,2,4,1,50.0,2.0
LJ Woodcock,Pakistan,11,19,1,57.89473684210527,11.0
LJ Woodcock,South Africa,3,3,0,100.0,
LJ Wright,Australia,252,324,12,77.77777777777779,21.0
LJ Wright,Bangladesh,54,48,3,112.5,18.0
LJ Wright,India,50,42,2,119.04761904761905,25.0
LJ Wright,Ireland,41,47,2,87.2340425531915,20.5
LJ Wright,New Zealand,164,186,8,88.17204301075269,20.5
LJ Wright,Pakistan,49,72,1,68.05555555555556,49.0
LJ Wright,South Africa,51,42,2,121.42857142857142,25.5
LJ Wright,Sri Lanka,1,3,0,33.33333333333333,
LJ Wright,West Indies,45,74,4,60.810810810810814,11.25
LL Tsotsobe,Australia,4,10,1,40.0,4.0
LL Tsotsobe,Bangladesh,4,2,0,200.0,
LL Tsotsobe,England,0,2,2,0.0,0.0
LL Tsotsobe,India,6,21,2,28.57142857142857,3.0
LL Tsotsobe,New Zealand,9,12,1,75.0,9.0
LL Tsotsobe,Pakistan,25,49,1,51.02040816326531,25.0
LL Tsotsobe,Sri Lanka,6,15,1,40.0,6.0
LL Tsotsobe,West Indies,4,2,0,200.0,
LM Jongwe,Afghanistan,99,110,6,90.0,16.5
LM Jongwe,Australia,4,9,2,44.44444444444444,2.0
LM Jongwe,Bangladesh,112,144,7,77.77777777777779,16.0
LM Jongwe,India,33,54,3,61.111111111111114,11.0
LM Jongwe,Ireland,41,33,2,124.24242424242425,20.5
LM Jongwe,Oman,43,28,0,153.57142857142858,
LM Jongwe,Pakistan,20,23,1,86.95652173913044,20.0
LM Jongwe,South Africa,27,61,3,44.26229508196721,9.0
LM Jongwe,Sri Lanka,10,12,1,83.33333333333334,10.0
LM Jongwe,United States of America,1,3,1,33.33333333333333,1.0
LMP Simmons,Australia,60,121,5,49.586776859504134,12.0
LMP Simmons,Bangladesh,270,369,8,73.17073170731707,33.75
LMP Simmons,England,300,491,9,61.099796334012225,33.333333333333336
LMP Simmons,India,445,642,17,69.31464174454828,26.176470588235293
LMP Simmons,Ireland,102,87,1,117.24137931034481,102.0
LMP Simmons,New Zealand,128,201,7,63.681592039801,18.285714285714285
LMP Simmons,Pakistan,586,748,13,78.34224598930481,45.07692307692308
LMP Simmons,South Africa,0,2,1,0.0,0.0
LMP Simmons,Sri Lanka,67,80,1,83.75,67.0
LN Onyango,Bermuda,34,40,1,85.0,34.0
LN Onyango,Canada,11,6,0,183.33333333333331,
LN Onyango,England,10,19,0,52.63157894736842,
LN Onyango,New Zealand,6,17,1,35.294117647058826,6.0
LN Rajbanshi,India,0,3,1,0.0,0.0
LN Rajbanshi,Namibia,11,22,2,50.0,5.5
LN Rajbanshi,Netherlands,0,1,0,0.0,
LN Rajbanshi,Pakistan,0,2,1,0.0,0.0
LN Rajbanshi,Scotland,14,34,2,41.17647058823529,7.0
LN Rajbanshi,United Arab Emirates,11,44,0,25.0,
LN Rajbanshi,West Indies,0,1,0,0.0,
LN Roche,Pakistan,4,10,2,40.0,2.0
LOB Cann,Bangladesh,16,6,1,266.66666666666663,16.0
LOB Cann,Canada,70,63,3,111.11111111111111,23.333333333333332
LOB Cann,India,0,2,1,0.0,0.0
LOB Cann,Kenya,52,34,3,152.94117647058823,17.333333333333332
LOB Cann,Netherlands,48,37,1,129.72972972972974,48.0
LOB Cann,Sri Lanka,28,32,1,87.5,28.0
LP van Troost,Australia,0,4,1,0.0,0.0
LP van Troost,Bermuda,0,9,1,0.0,0.0
LP van Troost,Canada,34,37,1,91.8918918918919,34.0
LP van Troost,England,8,31,1,25.806451612903224,8.0
LP van Troost,India,1,10,1,10.0,1.0
LP van Troost,Namibia,16,11,0,145.45454545454547,
LP van Troost,Pakistan,22,30,1,73.33333333333333,22.0
LP van Troost,South Africa,5,7,2,71.42857142857143,2.5
LP van Troost,Zimbabwe,26,25,1,104.0,26.0
LPC Silva,Australia,252,449,11,56.12472160356348,22.90909090909091
LPC Silva,Bangladesh,181,223,4,81.16591928251121,45.25
LPC Silva,Bermuda,55,45,0,122.22222222222223,
LPC Silva,England,196,291,6,67.35395189003437,32.666666666666664
LPC Silva,India,269,314,8,85.6687898089172,33.625
LPC Silva,New Zealand,105,164,5,64.02439024390245,21.0
LPC Silva,Pakistan,104,136,3,76.47058823529412,34.666666666666664
LPC Silva,South Africa,9,30,1,30.0,9.0
LPC Silva,United Arab Emirates,6,9,1,66.66666666666666,6.0
LPC Silva,West Indies,98,142,4,69.01408450704226,24.5
LPC Silva,Zimbabwe,4,2,1,200.0,4.0
LR Johnson,South Africa,19,65,3,29.230769230769234,6.333333333333333
LR Naylor,Namibia,20,21,1,95.23809523809523,20.0
LRPL Taylor,Afghanistan,72,94,1,76.59574468085107,72.0
LRPL Taylor,Australia,1007,1320,28,76.2878787878788,35.964285714285715
LRPL Taylor,Bangladesh,872,1032,18,84.49612403100775,48.44444444444444
LRPL Taylor,Canada,74,46,1,160.8695652173913,74.0
LRPL Taylor,England,1424,1756,30,81.09339407744875,47.46666666666667
LRPL Taylor,India,1385,1678,33,82.53873659117997,41.96969696969697
LRPL Taylor,Ireland,109,127,2,85.8267716535433,54.5
LRPL Taylor,Kenya,85,112,2,75.89285714285714,42.5
LRPL Taylor,Netherlands,26,45,3,57.77777777777777,8.666666666666666
LRPL Taylor,Pakistan,1071,1321,19,81.07494322482968,56.36842105263158
LRPL Taylor,Scotland,9,14,1,64.28571428571429,9.0
LRPL Taylor,South Africa,387,549,12,70.49180327868852,32.25
LRPL Taylor,Sri Lanka,866,1083,28,79.96306555863343,30.928571428571427
LRPL Taylor,West Indies,569,688,10,82.70348837209302,56.9
LRPL Taylor,Zimbabwe,242,269,2,89.96282527881041,121.0
LS Baker,England,11,12,0,91.66666666666666,
LS Baker,India,0,3,0,0.0,
LS Baker,Pakistan,0,2,1,0.0,0.0
LS Livingstone,India,123,129,4,95.34883720930233,30.75
LS Livingstone,Netherlands,70,30,1,233.33333333333334,70.0
LS Livingstone,New Zealand,186,175,3,106.28571428571429,62.0
LS Livingstone,South Africa,48,40,2,120.0,24.0
LS Livingstone,Sri Lanka,9,13,1,69.23076923076923,9.0
LV van Beek,England,36,45,2,80.0,18.0
LV van Beek,Ireland,55,89,1,61.79775280898876,55.0
LV van Beek,New Zealand,53,68,3,77.94117647058823,17.666666666666668
LV van Beek,Oman,6,4,0,150.0,
LV van Beek,Pakistan,49,65,3,75.38461538461539,16.333333333333332
LV van Beek,Scotland,35,43,2,81.3953488372093,17.5
LV van Beek,Sri Lanka,20,29,1,68.96551724137932,20.0
LV van Beek,United States of America,12,26,0,46.15384615384615,
LV van Beek,West Indies,93,61,4,152.45901639344262,23.25
LV van Beek,Zimbabwe,8,4,0,200.0,
Liton Das,Afghanistan,378,444,8,85.13513513513513,47.25
Liton Das,Australia,20,17,1,117.64705882352942,20.0
Liton Das,England,7,20,3,35.0,2.3333333333333335
Liton Das,India,305,379,11,80.47493403693932,27.727272727272727
Liton Das,Ireland,278,273,7,101.83150183150182,39.714285714285715
Liton Das,New Zealand,49,95,7,51.578947368421055,7.0
Liton Das,Pakistan,54,70,3,77.14285714285715,18.0
Liton Das,South Africa,176,215,8,81.86046511627907,22.0
Liton Das,Sri Lanka,40,74,4,54.054054054054056,10.0
Liton Das,West Indies,285,350,8,81.42857142857143,35.625
Liton Das,Zimbabwe,658,680,12,96.76470588235294,54.833333333333336
Lovepreet Singh,West Indies,9,26,2,34.61538461538461,4.5
M Bhanuka,India,70,105,3,66.66666666666666,23.333333333333332
M Bhanuka,Pakistan,36,40,1,90.0,36.0
M Bhanuka,South Africa,34,54,2,62.96296296296296,17.0
M Commins,Zimbabwe,6,13,1,46.15384615384615,6.0
M Dillon,Australia,14,14,1,100.0,14.0
M Dillon,Bangladesh,10,6,1,166.66666666666669,10.0
M Dillon,New Zealand,8,6,1,133.33333333333331,8.0
M Dillon,South Africa,1,6,2,16.666666666666664,0.5
M Dillon,Sri Lanka,6,11,1,54.54545454545454,6.0
M Dillon,Zimbabwe,5,9,1,55.55555555555556,5.0
M Jansen,Australia,134,112,4,119.64285714285714,33.5
M Jansen,Bangladesh,2,4,1,50.0,2.0
M Jansen,England,44,43,1,102.32558139534885,44.0
M Jansen,India,14,19,1,73.68421052631578,14.0
M Jansen,Netherlands,11,14,0,78.57142857142857,
M Jansen,West Indies,60,48,2,125.0,30.0
M Kaif,Australia,63,120,5,52.5,12.6
M Kaif,Bangladesh,109,139,1,78.41726618705036,109.0
M Kaif,England,127,217,7,58.525345622119815,18.142857142857142
M Kaif,Kenya,69,62,1,111.29032258064515,69.0
M Kaif,Netherlands,9,21,1,42.857142857142854,9.0
M Kaif,New Zealand,282,450,6,62.66666666666667,47.0
M Kaif,Pakistan,267,384,13,69.53125,20.53846153846154
M Kaif,South Africa,50,90,4,55.55555555555556,12.5
M Kaif,Sri Lanka,76,142,3,53.52112676056338,25.333333333333332
M Kaif,West Indies,164,266,4,61.65413533834586,41.0
M Kaif,Zimbabwe,98,171,3,57.30994152046783,32.666666666666664
M Karg,Australia,4,15,1,26.666666666666668,4.0
M Karg,Netherlands,41,51,1,80.3921568627451,41.0
M Kartik,Australia,76,106,2,71.69811320754717,38.0
M Kartik,New Zealand,1,2,0,50.0,
M Kartik,Pakistan,17,14,2,121.42857142857142,8.5
M Kartik,Sri Lanka,8,15,1,53.333333333333336,8.0
M Labuschagne,England,159,186,4,85.48387096774194,39.75
M Labuschagne,India,288,337,9,85.45994065281899,32.0
M Labuschagne,New Zealand,113,150,4,75.33333333333333,28.25
M Labuschagne,Pakistan,88,98,3,89.79591836734694,29.333333333333332
M Labuschagne,South Africa,432,464,8,93.10344827586206,54.0
M Labuschagne,Sri Lanka,116,182,5,63.73626373626373,23.2
M Morkel,Asia XI,29,33,1,87.87878787878788,29.0
M Morkel,Australia,40,57,3,70.17543859649122,13.333333333333334
M Morkel,Bangladesh,7,6,0,116.66666666666667,
M Morkel,England,21,39,4,53.84615384615385,5.25
M Morkel,India,42,59,10,71.1864406779661,4.2
M Morkel,New Zealand,22,31,1,70.96774193548387,22.0
M Morkel,Pakistan,35,51,4,68.62745098039215,8.75
M Morkel,Sri Lanka,1,11,4,9.090909090909092,0.25
M Morkel,West Indies,48,65,3,73.84615384615385,16.0
M Morkel,Zimbabwe,23,12,0,191.66666666666669,
M Muralitharan,Australia,57,60,9,95.0,6.333333333333333
M Muralitharan,Bangladesh,22,16,2,137.5,11.0
M Muralitharan,England,24,20,1,120.0,24.0
M Muralitharan,India,92,132,11,69.6969696969697,8.363636363636363
M Muralitharan,Kenya,10,21,1,47.61904761904761,10.0
M Muralitharan,New Zealand,23,34,3,67.64705882352942,7.666666666666667
M Muralitharan,Pakistan,56,53,5,105.66037735849056,11.2
M Muralitharan,South Africa,10,20,4,50.0,2.5
M Muralitharan,West Indies,8,19,4,42.10526315789473,2.0
M Muralitharan,Zimbabwe,15,11,2,136.36363636363635,7.5
M Ntini,Australia,20,26,1,76.92307692307693,20.0
M Ntini,Bangladesh,8,13,1,61.53846153846154,8.0
M Ntini,Canada,14,6,1,233.33333333333334,14.0
M Ntini,England,12,24,3,50.0,4.0
M Ntini,New Zealand,1,11,2,9.090909090909092,0.5
M Ntini,Pakistan,37,60,2,61.66666666666667,18.5
M Ntini,Sri Lanka,8,9,2,88.88888888888889,4.0
M Ntini,West Indies,0,2,1,0.0,0.0
M Ntini,Zimbabwe,1,2,1,50.0,1.0
M Pathirana,Afghanistan,1,2,1,50.0,1.0
M Pathirana,India,0,3,2,0.0,0.0
M Pathirana,Netherlands,4,11,1,36.36363636363637,4.0
M Prasidh Krishna,Bangladesh,0,2,0,0.0,
M Prasidh Krishna,England,0,7,2,0.0,0.0
M Prasidh Krishna,South Africa,2,3,0,66.66666666666666,
M Prasidh Krishna,West Indies,0,3,0,0.0,
M Pushpakumara,India,7,21,0,33.33333333333333,
M Shumba,Afghanistan,17,35,3,48.57142857142857,5.666666666666667
M Shumba,Bangladesh,1,2,0,50.0,
M Shumba,Sri Lanka,9,22,1,40.909090909090914,9.0
M Spoors,Namibia,32,45,1,71.11111111111111,32.0
M Spoors,Papua New Guinea,11,33,1,33.33333333333333,11.0
M Spoors,United Arab Emirates,33,63,0,52.38095238095239,
M Spoors,United States of America,4,5,1,80.0,4.0
M Theekshana,Afghanistan,31,37,2,83.78378378378379,15.5
M Theekshana,Australia,13,29,1,44.827586206896555,13.0
M Theekshana,Bangladesh,2,3,1,66.66666666666666,2.0
M Theekshana,India,2,14,1,14.285714285714285,2.0
M Theekshana,Ireland,0,2,1,0.0,0.0
M Theekshana,Netherlands,41,84,2,48.80952380952381,20.5
M Theekshana,Scotland,16,21,0,76.19047619047619,
M Theekshana,South Africa,10,28,0,35.714285714285715,
M Theekshana,Zimbabwe,5,6,0,83.33333333333334,
M Vijay,Australia,15,19,1,78.94736842105263,15.0
M Vijay,New Zealand,92,142,2,64.7887323943662,46.0
M Vijay,South Africa,43,61,4,70.49180327868852,10.75
M Vijay,Sri Lanka,44,67,2,65.67164179104478,22.0
M Vijay,West Indies,27,18,1,150.0,27.0
M Vijay,Zimbabwe,118,209,4,56.45933014354066,29.5
M Zondeki,Asia XI,0,2,0,0.0,
M Zondeki,Canada,1,1,0,100.0,
M van Jaarsveld,England,24,45,2,53.333333333333336,12.0
M van Jaarsveld,West Indies,0,1,1,0.0,0.0
M van Jaarsveld,Zimbabwe,5,11,1,45.45454545454545,5.0
M van Lingen,Canada,5,16,1,31.25,5.0
M van Lingen,Jersey,110,94,0,117.02127659574468,
M van Lingen,Nepal,277,290,3,95.51724137931035,92.33333333333333
M van Lingen,Oman,74,85,3,87.05882352941177,24.666666666666668
M van Lingen,Papua New Guinea,164,164,2,100.0,82.0
M van Lingen,Scotland,13,30,3,43.333333333333336,4.333333333333333
M van Lingen,United Arab Emirates,148,186,4,79.56989247311827,37.0
M van Lingen,United States of America,64,86,4,74.4186046511628,16.0
M van Schoor,Australia,6,10,1,60.0,6.0
M van Schoor,England,11,23,0,47.82608695652174,
M van Schoor,India,24,61,1,39.34426229508197,24.0
M van Schoor,Netherlands,15,13,1,115.38461538461537,15.0
M van Schoor,Pakistan,2,4,1,50.0,2.0
MA Agarwal,Australia,50,49,2,102.04081632653062,25.0
MA Agarwal,New Zealand,36,42,3,85.71428571428571,12.0
MA Aponso,Australia,6,12,1,50.0,6.0
MA Aponso,Bangladesh,4,31,1,12.903225806451612,4.0
MA Aponso,England,0,2,1,0.0,0.0
MA Carberry,Australia,98,160,3,61.25000000000001,32.666666666666664
MA Carberry,Ireland,10,13,1,76.92307692307693,10.0
MA Carberry,Sri Lanka,6,8,1,75.0,6.0
MA Jones,Ireland,161,231,2,69.6969696969697,80.5
MA Jones,New Zealand,36,53,1,67.9245283018868,36.0
MA Jones,United Arab Emirates,44,92,5,47.82608695652174,8.8
MA Jones,United States of America,99,150,4,66.0,24.75
MA Jones,West Indies,14,14,1,100.0,14.0
MA Leask,Afghanistan,22,29,2,75.86206896551724,11.0
MA Leask,Australia,23,11,0,209.0909090909091,
MA Leask,Canada,12,9,1,133.33333333333331,12.0
MA Leask,England,42,16,1,262.5,42.0
MA Leask,Hong Kong,12,23,1,52.17391304347826,12.0
MA Leask,Ireland,228,189,5,120.63492063492063,45.6
MA Leask,Kenya,5,8,1,62.5,5.0
MA Leask,Namibia,61,65,4,93.84615384615384,15.25
MA Leask,Nepal,133,129,3,103.10077519379846,44.333333333333336
MA Leask,Netherlands,1,4,1,25.0,1.0
MA Leask,New Zealand,85,57,1,149.12280701754386,85.0
MA Leask,Oman,40,42,5,95.23809523809523,8.0
MA Leask,Papua New Guinea,132,85,2,155.29411764705884,66.0
MA Leask,Sri Lanka,15,23,3,65.21739130434783,5.0
MA Leask,United Arab Emirates,179,191,10,93.717277486911,17.9
MA Leask,United States of America,74,73,3,101.36986301369863,24.666666666666668
MA Leask,West Indies,14,10,0,140.0,
MA Leask,Zimbabwe,146,133,2,109.77443609022556,73.0
MA Ouma,Australia,4,13,1,30.76923076923077,4.0
MA Ouma,Bangladesh,40,82,3,48.78048780487805,13.333333333333334
MA Ouma,Bermuda,108,126,3,85.71428571428571,36.0
MA Ouma,Canada,128,195,5,65.64102564102564,25.6
MA Ouma,England,13,45,1,28.888888888888886,13.0
MA Ouma,India,49,95,1,51.578947368421055,49.0
MA Ouma,Netherlands,1,2,0,50.0,
MA Ouma,New Zealand,5,28,2,17.857142857142858,2.5
MA Ouma,Pakistan,39,102,2,38.23529411764706,19.5
MA Ouma,Scotland,29,71,3,40.845070422535215,9.666666666666666
MA Ouma,South Africa,18,46,0,39.130434782608695,
MA Ouma,Sri Lanka,1,7,1,14.285714285714285,1.0
MA Ouma,Zimbabwe,33,43,1,76.74418604651163,33.0
MA Parker,Afghanistan,17,22,1,77.27272727272727,17.0
MA Starc,Afghanistan,1,1,0,100.0,
MA Starc,England,73,85,8,85.88235294117646,9.125
MA Starc,India,23,39,3,58.97435897435898,7.666666666666667
MA Starc,New Zealand,91,89,5,102.24719101123596,18.2
MA Starc,Pakistan,38,35,4,108.57142857142857,9.5
MA Starc,South Africa,73,101,6,72.27722772277228,12.166666666666666
MA Starc,Sri Lanka,127,129,4,98.44961240310077,31.75
MA Starc,West Indies,52,89,4,58.42696629213483,13.0
MA Starc,Zimbabwe,5,12,2,41.66666666666667,2.5
MA Suji,Australia,15,20,0,75.0,
MA Suji,India,18,22,1,81.81818181818183,18.0
MA Suji,Pakistan,0,1,1,0.0,0.0
MA Suji,South Africa,0,6,1,0.0,0.0
MA Suji,Sri Lanka,3,2,0,150.0,
MA Vermeulen,Australia,68,75,5,90.66666666666666,13.6
MA Vermeulen,Bangladesh,134,190,5,70.52631578947368,26.8
MA Vermeulen,England,16,62,3,25.806451612903224,5.333333333333333
MA Vermeulen,India,16,47,3,34.04255319148936,5.333333333333333
MA Vermeulen,Namibia,39,70,1,55.714285714285715,39.0
MA Vermeulen,Netherlands,27,63,1,42.857142857142854,27.0
MA Vermeulen,Pakistan,11,10,2,110.00000000000001,5.5
MA Vermeulen,South Africa,8,18,1,44.44444444444444,8.0
