striker,venue,runs_scored,balls_faced,dismissals,strike_rate,average
Usman Salahuddin,"Kensington Oval, Bridgetown",5,8,1,62.5,5.0
Usman Salahuddin,Providence Stadium,8,20,1,40.0,8.0
Usman Shinwari,Dubai International Cricket Stadium,6,4,2,150.0,3.0
Usman Shinwari,Sheikh Zayed Stadium,0,3,1,0.0,0.0
V Aravind,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),155,167,6,92.81437125748504,25.833333333333332
V Aravind,Bulawayo Athletic Club,59,106,3,55.660377358490564,19.666666666666668
V Aravind,Dubai International Cricket Stadium,149,273,9,54.57875457875458,16.555555555555557
V Aravind,ICC Academy,40,50,2,80.0,20.0
V Aravind,"ICC Academy, Dubai",92,147,3,62.585034013605444,30.666666666666668
V Aravind,"Mannofield Park, Aberdeen",107,176,3,60.79545454545454,35.666666666666664
V Aravind,"Moosa Cricket Stadium, Pearland",206,271,3,76.01476014760148,68.66666666666667
V Aravind,Mulpani Cricket Ground,18,18,1,100.0,18.0
V Aravind,"Queens Sports Club, Bulawayo",39,55,1,70.9090909090909,39.0
V Aravind,Sharjah Cricket Stadium,317,387,6,81.91214470284238,52.833333333333336
V Aravind,Sheikh Zayed Stadium,32,57,2,56.14035087719298,16.0
V Aravind,"Takashinga Sports Club, Highfield, Harare",59,94,2,62.76595744680851,29.5
V Aravind,"Tribhuvan University International Cricket Ground, Kirtipur",200,350,8,57.14285714285714,25.0
V Aravind,"United Cricket Club Ground, Windhoek",150,186,2,80.64516129032258,75.0
V Aravind,"Wanderers Cricket Ground, Windhoek",70,104,3,67.3076923076923,23.333333333333332
V Kohli,Adelaide Oval,244,293,5,83.27645051194538,48.8
V Kohli,Arun Jaitley Stadium,20,22,1,90.9090909090909,20.0
V Kohli,Barabati Stadium,118,116,4,101.72413793103448,29.5
V Kohli,Barsapara Cricket Stadium,140,108,1,129.62962962962962,140.0
V Kohli,"Barsapara Cricket Stadium, Guwahati",113,88,1,128.4090909090909,113.0
V Kohli,Bay Oval,112,131,3,85.49618320610686,37.333333333333336
V Kohli,Bellerive Oval,133,91,1,146.15384615384613,133.0
V Kohli,"Boland Park, Paarl",51,73,2,69.86301369863014,25.5
V Kohli,Brabourne Stadium,16,18,1,88.88888888888889,16.0
V Kohli,"Brisbane Cricket Ground, Woolloongabba",141,184,4,76.63043478260869,35.25
V Kohli,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,556,562,5,98.93238434163702,111.2
V Kohli,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",31,37,1,83.78378378378379,31.0
V Kohli,Eden Gardens,326,373,6,87.39946380697052,54.333333333333336
V Kohli,"Eden Gardens, Kolkata",4,13,1,30.76923076923077,4.0
V Kohli,Eden Park,59,98,3,60.204081632653065,19.666666666666668
V Kohli,Edgbaston,335,315,4,106.34920634920636,83.75
V Kohli,Feroz Shah Kotla,202,235,4,85.95744680851064,50.5
V Kohli,Green Park,143,145,3,98.62068965517241,47.666666666666664
V Kohli,Greenfield International Stadium,33,30,0,110.00000000000001,
V Kohli,"Greenfield International Stadium, Thiruvananthapuram",166,112,0,148.21428571428572,
V Kohli,Harare Sports Club,283,342,4,82.7485380116959,70.75
V Kohli,Headingley,118,136,3,86.76470588235294,39.333333333333336
V Kohli,Himachal Pradesh Cricket Association Stadium,212,197,3,107.61421319796953,70.66666666666667
V Kohli,Holkar Cricket Stadium,63,66,1,95.45454545454545,63.0
V Kohli,"Holkar Cricket Stadium, Indore",36,27,1,133.33333333333331,36.0
V Kohli,JSCA International Stadium Complex,384,357,3,107.56302521008404,128.0
V Kohli,Kennington Oval,192,231,5,83.11688311688312,38.4
V Kohli,Khan Shaheb Osman Ali Stadium,184,181,2,101.65745856353593,92.0
V Kohli,Kingsmead,166,198,4,83.83838383838383,41.5
V Kohli,Lord's,61,97,2,62.88659793814433,30.5
V Kohli,"Lord's, London",16,25,1,64.0,16.0
V Kohli,M Chinnaswamy Stadium,42,65,3,64.61538461538461,14.0
V Kohli,M.Chinnaswamy Stadium,110,113,3,97.34513274336283,36.666666666666664
V Kohli,"MA Chidambaram Stadium, Chepauk",283,327,7,86.54434250764525,40.42857142857143
V Kohli,"MA Chidambaram Stadium, Chepauk, Chennai",54,72,1,75.0,54.0
V Kohli,Madhavrao Scindia Cricket Ground,27,19,1,142.10526315789474,27.0
V Kohli,Maharashtra Cricket Association Stadium,448,491,7,91.24236252545825,64.0
V Kohli,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",107,118,3,90.67796610169492,35.666666666666664
V Kohli,Manuka Oval,169,173,2,97.6878612716763,84.5
V Kohli,McLean Park,168,172,2,97.67441860465115,84.0
V Kohli,Melbourne Cricket Ground,252,301,6,83.72093023255815,42.0
V Kohli,"Narendra Modi Stadium, Ahmedabad",26,37,3,70.27027027027027,8.666666666666666
V Kohli,Nehru Stadium,230,256,4,89.84375,57.5
V Kohli,New Wanderers Stadium,132,179,2,73.74301675977654,66.0
V Kohli,Newlands,188,207,1,90.82125603864735,188.0
V Kohli,"Newlands, Cape Town",65,86,1,75.5813953488372,65.0
V Kohli,Old Trafford,150,155,3,96.7741935483871,50.0
V Kohli,"Old Trafford, Manchester",17,22,1,77.27272727272727,17.0
V Kohli,Pallekele International Cricket Stadium,34,58,4,58.620689655172406,8.5
V Kohli,"Punjab Cricket Association IS Bindra Stadium, Mohali",7,6,1,116.66666666666667,7.0
V Kohli,"Punjab Cricket Association Stadium, Mohali",302,310,5,97.41935483870968,60.4
V Kohli,"Queen's Park Oval, Port of Spain",337,373,7,90.3485254691689,48.142857142857146
V Kohli,"Queen's Park Oval, Trinidad",234,233,1,100.42918454935624,234.0
V Kohli,Queens Sports Club,82,93,1,88.17204301075269,82.0
V Kohli,R Premadasa Stadium,278,346,4,80.34682080924856,69.5
V Kohli,"R Premadasa Stadium, Colombo",125,106,1,117.9245283018868,125.0
V Kohli,"R.Premadasa Stadium, Khettarama",241,216,1,111.57407407407408,241.0
V Kohli,"Rajiv Gandhi International Stadium, Uppal",134,170,3,78.82352941176471,44.666666666666664
V Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",8,10,1,80.0,8.0
V Kohli,Rangiri Dambulla International Stadium,243,334,9,72.75449101796407,27.0
V Kohli,Reliance Stadium,93,115,1,80.8695652173913,93.0
V Kohli,Riverside Ground,55,74,1,74.32432432432432,55.0
V Kohli,"Sabina Park, Kingston",218,248,3,87.90322580645162,72.66666666666667
V Kohli,"Sardar Patel Stadium, Motera",150,178,4,84.26966292134831,37.5
V Kohli,Saurashtra Cricket Association Stadium,170,201,3,84.5771144278607,56.666666666666664
V Kohli,Sawai Mansingh Stadium,195,173,2,112.71676300578035,97.5
V Kohli,Seddon Park,175,192,3,91.14583333333334,58.333333333333336
V Kohli,"Shaheed Veer Narayan Singh International Stadium, Raipur",11,9,1,122.22222222222223,11.0
V Kohli,Shere Bangla National Stadium,786,814,10,96.56019656019656,78.6
V Kohli,"Shere Bangla National Stadium, Mirpur",14,21,2,66.66666666666666,7.0
V Kohli,"Sir Vivian Richards Stadium, North Sound",36,68,4,52.94117647058824,9.0
V Kohli,Sophia Gardens,196,202,3,97.02970297029702,65.33333333333333
V Kohli,St George's Park,123,146,0,84.24657534246576,
V Kohli,SuperSport Park,193,179,2,107.82122905027933,96.5
V Kohli,Sydney Cricket Ground,146,179,6,81.56424581005587,24.333333333333332
V Kohli,The Rose Bowl,94,108,3,87.03703703703704,31.333333333333332
V Kohli,The Wanderers Stadium,75,84,1,89.28571428571429,75.0
V Kohli,Trent Bridge,115,133,2,86.46616541353383,57.5
V Kohli,"Vidarbha Cricket Association Stadium, Jamtha",325,312,5,104.16666666666667,65.0
V Kohli,Wankhede Stadium,265,301,4,88.03986710963456,66.25
V Kohli,"Wankhede Stadium, Mumbai",4,9,1,44.44444444444444,4.0
V Kohli,Western Australia Cricket Association Ground,242,292,4,82.87671232876713,60.5
V Kohli,Westpac Stadium,82,78,1,105.12820512820514,82.0
V Kohli,"Zahur Ahmed Chowdhury Stadium, Chattogram",113,92,1,122.82608695652173,113.0
V Permaul,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,1,0,0.0,
V Permaul,Providence Stadium,8,6,1,133.33333333333331,8.0
V Permaul,Shere Bangla National Stadium,11,21,1,52.38095238095239,11.0
V Sehwag,AMI Stadium,3,6,1,50.0,3.0
V Sehwag,Adelaide Oval,20,22,1,90.9090909090909,20.0
V Sehwag,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,46,47,1,97.87234042553192,46.0
V Sehwag,Arbab Niaz Stadium,18,24,2,75.0,9.0
V Sehwag,Arun Jaitley Stadium,21,26,1,80.76923076923077,21.0
V Sehwag,Bangabandhu National Stadium,70,53,1,132.0754716981132,70.0
V Sehwag,"Bangabandhu National Stadium, Dhaka",8,18,1,44.44444444444444,8.0
V Sehwag,Barabati Stadium,155,139,3,111.51079136690647,51.666666666666664
V Sehwag,Bellerive Oval,120,119,2,100.84033613445378,60.0
V Sehwag,"Boland Bank Park, Paarl",6,9,1,66.66666666666666,6.0
V Sehwag,"Brisbane Cricket Ground, Woolloongabba",39,50,3,78.0,13.0
V Sehwag,Captain Roop Singh Stadium,52,60,2,86.66666666666667,26.0
V Sehwag,"Captain Roop Singh Stadium, Gwalior",0,4,1,0.0,0.0
V Sehwag,"City Oval, Pietermaritzburg",24,25,1,96.0,24.0
V Sehwag,"Davies Park, Queenstown",23,41,1,56.09756097560976,23.0
V Sehwag,Docklands Stadium,58,58,1,100.0,58.0
V Sehwag,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,100,79,2,126.58227848101266,50.0
V Sehwag,Eden Gardens,41,57,2,71.9298245614035,20.5
V Sehwag,Eden Park,40,30,1,133.33333333333331,40.0
V Sehwag,Edgbaston,10,20,1,50.0,10.0
V Sehwag,Feroz Shah Kotla,57,63,3,90.47619047619048,19.0
V Sehwag,Gaddafi Stadium,46,53,2,86.79245283018868,23.0
V Sehwag,Green Park,73,91,2,80.21978021978022,36.5
V Sehwag,Harare Sports Club,123,121,3,101.65289256198346,41.0
V Sehwag,Holkar Cricket Stadium,219,155,2,141.29032258064515,109.5
V Sehwag,"Jade Stadium, Christchurch",7,20,1,35.0,7.0
V Sehwag,Keenan Stadium,4,5,1,80.0,4.0
V Sehwag,Kennington Oval,0,2,1,0.0,0.0
V Sehwag,Kingsmead,5,6,1,83.33333333333334,5.0
V Sehwag,"Kingsmead, Durban",56,87,2,64.36781609195403,28.0
V Sehwag,Kinrara Academy Oval,28,34,4,82.35294117647058,7.0
V Sehwag,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",130,138,1,94.20289855072464,130.0
V Sehwag,Lord's,1,2,1,50.0,1.0
V Sehwag,M Chinnaswamy Stadium,154,131,4,117.55725190839695,38.5
V Sehwag,"MA Chidambaram Stadium, Chepauk",64,60,3,106.66666666666667,21.333333333333332
V Sehwag,"MA Chidambaram Stadium, Chepauk, Chennai",31,30,1,103.33333333333334,31.0
V Sehwag,Madhavrao Scindia Cricket Ground,272,227,4,119.8237885462555,68.0
V Sehwag,Maharani Usharaje Trust Cricket Ground,1,4,1,25.0,1.0
V Sehwag,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",111,118,1,94.0677966101695,111.0
V Sehwag,McLean Park,77,56,1,137.5,77.0
V Sehwag,"McLean Park, Napier",108,121,1,89.25619834710744,108.0
V Sehwag,Melbourne Cricket Ground,49,91,3,53.84615384615385,16.333333333333332
V Sehwag,Nahar Singh Stadium,26,49,1,53.06122448979592,26.0
V Sehwag,National Stadium,348,248,5,140.3225806451613,69.6
V Sehwag,Nehru Stadium,54,63,2,85.71428571428571,27.0
V Sehwag,"Nehru Stadium, Fatorda",27,37,2,72.97297297297297,13.5
V Sehwag,"New Wanderers Stadium, Johannesburg",148,164,2,90.2439024390244,74.0
V Sehwag,Newlands,0,4,1,0.0,0.0
V Sehwag,"Newlands, Cape Town",3,8,1,37.5,3.0
V Sehwag,"Punjab Cricket Association IS Bindra Stadium, Mohali",38,30,1,126.66666666666666,38.0
V Sehwag,"Punjab Cricket Association Stadium, Mohali",158,172,4,91.86046511627907,39.5
V Sehwag,"Queen's Park Oval, Port of Spain",270,266,6,101.50375939849626,45.0
V Sehwag,R Premadasa Stadium,206,172,7,119.76744186046511,29.428571428571427
V Sehwag,R.Premadasa Stadium,86,108,2,79.62962962962963,43.0
V Sehwag,"Rajiv Gandhi International Stadium, Uppal",39,36,2,108.33333333333333,19.5
V Sehwag,Rangiri Dambulla International Stadium,291,309,7,94.1747572815534,41.57142857142857
V Sehwag,Rawalpindi Cricket Stadium,93,82,1,113.41463414634146,93.0
V Sehwag,Reliance Stadium,48,36,2,133.33333333333331,24.0
V Sehwag,"Sabina Park, Kingston",12,19,1,63.1578947368421,12.0
V Sehwag,"Sardar Patel (Gujarat) Stadium, Motera",48,51,1,94.11764705882352,48.0
V Sehwag,"Sardar Patel Stadium, Motera",32,47,3,68.08510638297872,10.666666666666666
V Sehwag,Sawai Mansingh Stadium,65,59,3,110.16949152542372,21.666666666666668
V Sehwag,Seddon Park,125,76,0,164.4736842105263,
V Sehwag,Sheikh Zayed Stadium,73,84,1,86.90476190476191,73.0
V Sehwag,Shere Bangla National Stadium,478,384,9,124.47916666666667,53.111111111111114
V Sehwag,St George's Park,18,22,1,81.81818181818183,18.0
V Sehwag,SuperSport Park,32,49,2,65.3061224489796,16.0
V Sehwag,"SuperSport Park, Centurion",26,27,3,96.29629629629629,8.666666666666666
V Sehwag,Sydney Cricket Ground,34,40,3,85.0,11.333333333333334
V Sehwag,The Rose Bowl,17,27,1,62.96296296296296,17.0
V Sehwag,Trent Bridge,4,12,1,33.33333333333333,4.0
V Sehwag,VRA Cricket Ground,17,16,1,106.25,17.0
V Sehwag,Vidarbha C.A. Ground,20,26,1,76.92307692307693,20.0
V Sehwag,"Vidarbha Cricket Association Stadium, Jamtha",117,107,3,109.34579439252336,39.0
V Sehwag,W.A.C.A. Ground,32,35,1,91.42857142857143,32.0
V Sehwag,Wankhede Stadium,27,22,2,122.72727272727273,13.5
V Sehwag,"Wankhede Stadium, Mumbai",0,1,1,0.0,0.0
V Sehwag,"Warner Park, Basseterre",97,87,1,111.49425287356323,97.0
V Sehwag,Western Australia Cricket Association Ground,10,8,1,125.0,10.0
V Sehwag,"Westpac Park, Hamilton",4,19,1,21.052631578947366,4.0
V Sehwag,Westpac Stadium,54,36,1,150.0,54.0
V Sehwag,"Westpac Stadium, Wellington",45,44,1,102.27272727272727,45.0
V Shankar,Arun Jaitley Stadium,16,21,1,76.19047619047619,16.0
V Shankar,JSCA International Stadium Complex,32,32,1,100.0,32.0
V Shankar,Old Trafford,29,35,1,82.85714285714286,29.0
V Shankar,"Punjab Cricket Association IS Bindra Stadium, Mohali",26,17,1,152.94117647058823,26.0
V Shankar,The Rose Bowl,29,43,1,67.44186046511628,29.0
V Shankar,"Vidarbha Cricket Association Stadium, Jamtha",46,41,0,112.19512195121952,
V Shankar,Westpac Stadium,45,64,1,70.3125,45.0
V Shetty,Gaddafi Stadium,7,17,1,41.17647058823529,7.0
V Sibanda,"Arnos Vale Ground, Kingstown",19,78,3,24.358974358974358,6.333333333333333
V Sibanda,Bangabandhu National Stadium,1,3,1,33.33333333333333,1.0
V Sibanda,"Beausejour Stadium, Gros Islet",4,12,1,33.33333333333333,4.0
V Sibanda,Bellerive Oval,13,31,2,41.935483870967744,6.5
V Sibanda,Buffalo Park,0,9,1,0.0,0.0
V Sibanda,Eden Gardens,61,58,0,105.17241379310344,
V Sibanda,Edgbaston,28,58,1,48.275862068965516,28.0
V Sibanda,Gaddafi Stadium,64,112,2,57.14285714285714,32.0
V Sibanda,Goodyear Park,51,81,1,62.96296296296296,51.0
V Sibanda,Gymkhana Club Ground,18,31,1,58.06451612903226,18.0
V Sibanda,Harare Sports Club,799,1390,35,57.48201438848921,22.82857142857143
V Sibanda,Iqbal Stadium,3,12,1,25.0,3.0
V Sibanda,Kennington Oval,9,27,1,33.33333333333333,9.0
V Sibanda,"MA Chidambaram Stadium, Chepauk",80,105,2,76.19047619047619,40.0
V Sibanda,Multan Cricket Stadium,63,80,2,78.75,31.5
V Sibanda,"National Cricket Stadium, St George's",53,76,2,69.73684210526315,26.5
V Sibanda,National Stadium,59,55,1,107.27272727272728,59.0
V Sibanda,"Niaz Stadium, Hyderabad",9,15,1,60.0,9.0
V Sibanda,Pallekele International Cricket Stadium,5,11,1,45.45454545454545,5.0
V Sibanda,Providence Stadium,100,168,2,59.523809523809526,50.0
V Sibanda,"Queen's Park Oval, Port of Spain",60,111,2,54.054054054054056,30.0
V Sibanda,Queens Sports Club,426,610,12,69.83606557377048,35.5
V Sibanda,"Queens Sports Club, Bulawayo",0,14,1,0.0,0.0
V Sibanda,Rawalpindi Cricket Stadium,7,19,1,36.84210526315789,7.0
V Sibanda,"Sabina Park, Kingston",68,99,3,68.68686868686868,22.666666666666668
V Sibanda,Sedgars Park,1,8,1,12.5,1.0
V Sibanda,Sheikhupura Stadium,18,37,1,48.64864864864865,18.0
V Sibanda,Shere Bangla National Stadium,78,124,5,62.903225806451616,15.6
V Sibanda,Sydney Cricket Ground,7,16,1,43.75,7.0
V Sibanda,Zahur Ahmed Chowdhury Stadium,21,17,2,123.52941176470588,10.5
V Sukumaran,"Tribhuvan University International Cricket Ground, Kirtipur",17,48,2,35.41666666666667,8.5
VAB Tewarie,Mannofield Park,4,22,1,18.181818181818183,4.0
VB van Jaarsveld,Melbourne Cricket Ground,4,7,0,57.14285714285714,
VB van Jaarsveld,Western Australia Cricket Association Ground,5,9,1,55.55555555555556,5.0
VC Drakes,Harare Sports Club,9,13,1,69.23076923076923,9.0
VC Drakes,"Kensington Oval, Bridgetown, Barbados",4,10,0,40.0,
VC Drakes,Newlands,1,15,1,6.666666666666667,1.0
VC Drakes,"Newlands, Cape Town",25,49,1,51.02040816326531,25.0
VC Drakes,"Queen's Park (New), St George's, Grenada",0,1,0,0.0,
VC Drakes,"Queens Sports Club, Bulawayo",2,13,1,15.384615384615385,2.0
VC Drakes,"Sabina Park, Kingston, Jamaica",1,2,1,50.0,1.0
VC Drakes,"St George's Park, Port Elizabeth",16,18,1,88.88888888888889,16.0
VC Drakes,"Willowmoore Park, Benoni",0,3,1,0.0,0.0
VD Philander,Bay Oval,1,4,1,25.0,1.0
VD Philander,"Civil Service Cricket Club, Stormont",17,24,0,70.83333333333334,
VD Philander,De Beers Diamond Oval,2,6,0,33.33333333333333,
VD Philander,Harare Sports Club,6,9,1,66.66666666666666,6.0
VD Philander,Headingley,23,29,0,79.3103448275862,
VD Philander,Kingsmead,18,13,1,138.46153846153845,18.0
VD Philander,Lord's,10,12,1,83.33333333333334,10.0
VD Philander,Manuka Oval,1,13,1,7.6923076923076925,1.0
VD Philander,Melbourne Cricket Ground,0,2,1,0.0,0.0
VD Philander,Newlands,14,26,1,53.84615384615385,14.0
VD Philander,Pallekele International Cricket Stadium,1,5,1,20.0,1.0
VD Philander,Queens Sports Club,17,13,0,130.76923076923077,
VD Philander,Senwes Park,30,49,0,61.224489795918366,
VD Philander,SuperSport Park,0,1,1,0.0,0.0
VD Philander,Western Australia Cricket Association Ground,1,7,2,14.285714285714285,0.5
VD Philander,Westpac Stadium,10,6,0,166.66666666666669,
VJ Kingma,"Hazelaarweg, Rotterdam",10,19,0,52.63157894736842,
VJ Kingma,"The Wanderers Stadium, Johannesburg",1,3,1,33.33333333333333,1.0
VJ Kingma,"VRA Ground, Amstelveen",0,1,1,0.0,0.0
VJ Kingma,"West End Park International Cricket Stadium, Doha",1,10,3,10.0,0.3333333333333333
VM Nyauchi,Harare Sports Club,41,50,4,82.0,10.25
VM Nyauchi,"Tony Ireland Stadium, Townsville",2,3,1,66.66666666666666,2.0
VR Aaron,Barabati Stadium,6,11,0,54.54545454545454,
VR Aaron,Eden Park,2,3,0,66.66666666666666,
VR Aaron,Westpac Stadium,0,1,1,0.0,0.0
VR Iyer,"Boland Park, Paarl",24,41,2,58.536585365853654,12.0
VRV Singh,Keenan Stadium,8,13,1,61.53846153846154,8.0
VS Solanki,"Bangabandhu National Stadium, Dhaka",1,13,2,7.6923076923076925,0.5
VS Solanki,Buffalo Park,19,17,1,111.76470588235294,19.0
VS Solanki,Edgbaston,69,102,2,67.64705882352942,34.5
VS Solanki,Harare Sports Club,49,93,2,52.68817204301075,24.5
VS Solanki,Headingley,52,61,1,85.24590163934425,52.0
VS Solanki,"Headingley, Leeds",8,9,1,88.88888888888889,8.0
VS Solanki,Keenan Stadium,7,9,1,77.77777777777779,7.0
VS Solanki,Kennington Oval,105,144,2,72.91666666666666,52.5
VS Solanki,"Kennington Oval, London",146,162,1,90.12345679012346,146.0
VS Solanki,Lord's,9,12,1,75.0,9.0
VS Solanki,"Lord's, London",62,77,2,80.51948051948052,31.0
VS Solanki,"MA Aziz Stadium, Chittagong",10,16,1,62.5,10.0
VS Solanki,National Stadium,0,2,1,0.0,0.0
VS Solanki,"Nehru Stadium, Fatorda",10,20,1,50.0,10.0
VS Solanki,Old Trafford,10,18,1,55.55555555555556,10.0
VS Solanki,"Old Trafford, Manchester",40,48,2,83.33333333333334,20.0
VS Solanki,Rawalpindi Cricket Stadium,49,87,1,56.32183908045977,49.0
VS Solanki,Riverside Ground,34,72,1,47.22222222222222,34.0
VS Solanki,St George's Park,66,87,1,75.86206896551724,66.0
VS Solanki,SuperSport Park,5,13,1,38.46153846153847,5.0
VS Solanki,The Rose Bowl,18,26,1,69.23076923076923,18.0
VS Solanki,"The Royal & Sun Alliance County Ground, Bristol",7,24,1,29.166666666666668,7.0
VS Solanki,Trent Bridge,52,78,1,66.66666666666666,52.0
VS Solanki,"Trent Bridge, Nottingham",1,4,1,25.0,1.0
VV Morea,Harare Sports Club,13,18,2,72.22222222222221,6.5
VV Morea,"Mission Road Ground, Mong Kok",41,92,4,44.565217391304344,10.25
VV Morea,Old Hararians,0,2,1,0.0,0.0
VV Morea,Sheikh Zayed Stadium,88,116,3,75.86206896551724,29.333333333333332
VVS Laxman,Arbab Niaz Stadium,3,25,1,12.0,3.0
VVS Laxman,"Barabati Stadium, Cuttack",31,47,1,65.95744680851064,31.0
VVS Laxman,Bellerive Oval,13,24,0,54.166666666666664,
VVS Laxman,Brisbane Cricket Ground,115,135,1,85.18518518518519,115.0
VVS Laxman,"Captain Roop Singh Stadium, Gwalior",102,136,0,75.0,
VVS Laxman,Edgbaston,3,10,1,30.0,3.0
VVS Laxman,Gaddafi Stadium,127,122,2,104.0983606557377,63.5
VVS Laxman,"Jade Stadium, Christchurch",10,36,1,27.77777777777778,10.0
VVS Laxman,Kennington Oval,33,45,1,73.33333333333333,33.0
VVS Laxman,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",3,5,1,60.0,3.0
VVS Laxman,Lord's,9,32,1,28.125,9.0
VVS Laxman,"MA Chidambaram Stadium, Chepauk, Chennai",25,24,1,104.16666666666667,25.0
VVS Laxman,"McLean Park, Napier",20,40,1,50.0,20.0
VVS Laxman,Melbourne Cricket Ground,40,47,2,85.1063829787234,20.0
VVS Laxman,R.Premadasa Stadium,12,35,1,34.285714285714285,12.0
VVS Laxman,Rawalpindi Cricket Stadium,4,7,1,57.14285714285714,4.0
VVS Laxman,SuperSport Park,0,1,1,0.0,0.0
VVS Laxman,Sydney Cricket Ground,111,140,1,79.28571428571428,111.0
VVS Laxman,The Rose Bowl,79,99,1,79.7979797979798,79.0
VVS Laxman,Trent Bridge,29,36,1,80.55555555555556,29.0
VVS Laxman,VRA Cricket Ground,37,52,2,71.15384615384616,18.5
VVS Laxman,W.A.C.A. Ground,1,8,1,12.5,1.0
VVS Laxman,"Wankhede Stadium, Mumbai",21,36,1,58.333333333333336,21.0
Vikramjit Singh,"Bay Oval, Mount Maunganui",19,21,1,90.47619047619048,19.0
Vikramjit Singh,Harare Sports Club,260,339,6,76.69616519174042,43.333333333333336
Vikramjit Singh,"Hazelaarweg, Rotterdam",116,190,3,61.05263157894737,38.666666666666664
Vikramjit Singh,"Queens Sports Club, Bulawayo",40,53,2,75.47169811320755,20.0
Vikramjit Singh,"Seddon Park, Hamilton",56,104,2,53.84615384615385,28.0
Vikramjit Singh,"Takashinga Sports Club, Highfield, Harare",75,89,3,84.26966292134831,25.0
Vikramjit Singh,"The Wanderers Stadium, Johannesburg",21,18,1,116.66666666666667,21.0
Vikramjit Singh,"VRA Ground, Amstelveen",176,216,6,81.48148148148148,29.333333333333332
Vikramjit Singh,"Willowmoore Park, Benoni",45,54,1,83.33333333333334,45.0
W Barresi,Bay Oval,28,21,1,133.33333333333331,28.0
W Barresi,Bert Sutcliffe Oval,137,150,2,91.33333333333333,68.5
W Barresi,Clontarf Cricket Club Ground,6,25,1,24.0,6.0
W Barresi,Eden Gardens,44,50,1,88.0,44.0
W Barresi,Feroz Shah Kotla,26,64,2,40.625,13.0
W Barresi,Harare Sports Club,103,86,4,119.76744186046511,25.75
W Barresi,"Hazelaarweg, Rotterdam",5,15,2,33.33333333333333,2.5
W Barresi,Mannofield Park,9,18,1,50.0,9.0
W Barresi,Maple Leaf North-West Ground,9,27,1,33.33333333333333,9.0
W Barresi,"Punjab Cricket Association Stadium, Mohali",44,67,1,65.67164179104478,44.0
W Barresi,"Queens Sports Club, Bulawayo",63,70,1,90.0,63.0
W Barresi,Sportpark Het Schootsveld,61,76,1,80.26315789473685,61.0
W Barresi,"Takashinga Sports Club, Highfield, Harare",59,83,3,71.08433734939759,19.666666666666668
W Barresi,"The Wanderers Stadium, Johannesburg",29,37,1,78.37837837837837,29.0
W Barresi,VRA Ground,55,67,1,82.08955223880598,55.0
W Barresi,"Vidarbha Cricket Association Stadium, Jamtha",29,25,1,115.99999999999999,29.0
W Barresi,"Willowmoore Park, Benoni",7,12,1,58.333333333333336,7.0
W Barresi,Zahur Ahmed Chowdhury Stadium,10,29,1,34.48275862068966,10.0
W Jaffer,Kingsmead,0,3,1,0.0,0.0
W Jaffer,St George's Park,10,20,1,50.0,10.0
W Madhevere,"Civil Service Cricket Club, Stormont, Belfast",35,44,2,79.54545454545455,17.5
W Madhevere,Harare Sports Club,284,440,16,64.54545454545455,17.75
W Madhevere,Pallekele International Cricket Stadium,21,32,2,65.625,10.5
W Madhevere,"Queens Sports Club, Bulawayo",64,71,3,90.14084507042254,21.333333333333332
W Madhevere,Rawalpindi Cricket Stadium,98,109,3,89.90825688073394,32.666666666666664
W Madhevere,"Riverway Stadium, Townsville",2,7,1,28.57142857142857,2.0
W Madhevere,Sylhet International Cricket Stadium,129,145,3,88.96551724137932,43.0
W Madhevere,"Tony Ireland Stadium, Townsville",72,94,2,76.59574468085107,36.0
W Mwayenga,Harare Sports Club,1,11,2,9.090909090909092,0.5
WA Agar,"Kensington Oval, Bridgetown, Barbados",50,43,2,116.27906976744187,25.0
WA Young,"Bay Oval, Mount Maunganui",103,118,0,87.28813559322035,
WA Young,"Eden Park, Auckland",26,28,1,92.85714285714286,26.0
WA Young,Hagley Oval,1,7,1,14.285714285714285,1.0
WA Young,"Kennington Oval, London",12,14,1,85.71428571428571,12.0
WA Young,"Lord's, London",24,31,2,77.41935483870968,12.0
WA Young,"National Stadium, Karachi",135,153,3,88.23529411764706,45.0
WA Young,Rawalpindi Cricket Stadium,105,100,2,105.0,52.5
WA Young,"Seddon Park, Hamilton",207,234,2,88.46153846153845,103.5
WA Young,"Shere Bangla National Stadium, Mirpur",58,103,2,56.310679611650485,29.0
WA Young,"Sophia Gardens, Cardiff",29,34,1,85.29411764705883,29.0
WA Young,"The Rose Bowl, Southampton",33,43,1,76.74418604651163,33.0
